,UID,Message,Username,Time,Timestamp,IST
1077,113574392715964092494,4:41 cst slow train left from platform no 3 (sent from Dadar Stn.),Dadar User,02 Jul 04:39 PM,1530529782201,2018-07-02 16:39:42
1078,109523609801643670244,Kalyan ,AJAY JAISWAL,02 Jul 04:40 PM,1530529803254,2018-07-02 16:40:03
1079,113574392715964092494,4:39 titwala slow train shortly arriving on platform no 1 (sent from Dadar Stn.),Dadar User,02 Jul 04:41 PM,1530529901628,2018-07-02 16:41:41
1080,113574392715964092494,4:09 cst slow train shortly arriving on platform no 3 (sent from Dadar Stn.),Dadar User,02 Jul 04:41 PM,1530529910198,2018-07-02 16:41:50
1081,107294605434118310223,his everyone (sent from Mulund Stn.),ashwini sarjine,02 Jul 04:42 PM,1530529956595,2018-07-02 16:42:36
1082,108795405042425267883,vikroli (sent from Vikhroli Stn.),Suryakant Bagade,02 Jul 04:42 PM,1530529969473,2018-07-02 16:42:49
1083,113574392715964092494,4:39 titwala slow train arrived on platform no 1 (sent from Dadar Stn.),Dadar User,02 Jul 04:42 PM,1530529969502,2018-07-02 16:42:49
1084,112894370020260664055,good evening everyone  (sent from Thane Stn.),Thane User,02 Jul 04:42 PM,1530529973240,2018-07-02 16:42:53
1085,116235720983375341747,where is dadar badlapur (sent from Bhandup Stn.),Prashant Kardak,02 Jul 04:43 PM,1530530012380,2018-07-02 16:43:32
1086,113574392715964092494,4:39 titwala slow train left from platform no 1 (sent from Dadar Stn.),Dadar User,02 Jul 04:43 PM,1530530019568,2018-07-02 16:43:39
1087,112894370020260664055,4:40 CSMT slow local train arrives shortly at platform no 4 (sent from Thane Stn.),Thane User,02 Jul 04:43 PM,1530530020466,2018-07-02 16:43:40
1088,112164085553195829655,suvidha express (sent from Masjid Stn.),chandrakant more,02 Jul 04:43 PM,1530530026034,2018-07-02 16:43:46
1089,106625845374143815259,neral hun csmt la janari 3.45 train cancel zali ahe ka ,Suyog Soman,02 Jul 04:45 PM,1530530113752,2018-07-02 16:45:13
1090,112894370020260664055,4:43 CSMT slow local train left from platform no 1 (sent from Thane Stn.),Thane User,02 Jul 04:45 PM,1530530126479,2018-07-02 16:45:26
1091,113574392715964092494, 4:43 karjat fast train  arrived on platform no 4 (sent from Dadar Stn.),Dadar User,02 Jul 04:45 PM,1530530138802,2018-07-02 16:45:38
1092,112894370020260664055,4:42 Badlapur fast local train arrives shortly at platform no 5 (sent from Thane Stn.),Thane User,02 Jul 04:45 PM,1530530144603,2018-07-02 16:45:44
1093,112311664245329258493,what about 4:22 dadar - badlapur  (sent from Kurla Stn.),Vaibhav Pawar,02 Jul 04:45 PM,1530530152713,2018-07-02 16:45:52
1094,112894370020260664055,4:42 Dombivli slow local train arrives shortly at platform no 2 (sent from Thane Stn.),Thane User,02 Jul 04:46 PM,1530530160731,2018-07-02 16:46:00
1095,113574392715964092494,4:48 thane slow train shortly arriving on platform no 1 (sent from Dadar Stn.),Dadar User,02 Jul 04:46 PM,1530530170568,2018-07-02 16:46:10
1096,113574392715964092494,4:13 badalpur fast train arrived on platform no 5 (sent from Dadar Stn.),Dadar User,02 Jul 04:46 PM,1530530199068,2018-07-02 16:46:39
1097,113574392715964092494,4:43 karjat fast train left from platform no 4 (sent from Dadar Stn.),Dadar User,02 Jul 04:47 PM,1530530221309,2018-07-02 16:47:01
1098,113574392715964092494,4:58 badalpur fast train shortly arriving on platform no 4 (sent from Dadar Stn.),Dadar User,02 Jul 04:47 PM,1530530276284,2018-07-02 16:47:56
1099,116525170609541867348,are the trains in time now?,Aditya Kulkarni,02 Jul 04:48 PM,1530530283010,2018-07-02 16:48:03
1100,116274708975286121350,Bhandup (sent from Bhandup Stn.),Arvind Tandel,02 Jul 04:48 PM,1530530290730,2018-07-02 16:48:10
1101,113574392715964092494,4:09 cst  slow train arrived on platform no 3 (sent from Dadar Stn.),Dadar User,02 Jul 04:48 PM,1530530305654,2018-07-02 16:48:25
1102,113574392715964092494,4:48 thane slow train arrived on platform no 1 (sent from Dadar Stn.),Dadar User,02 Jul 04:48 PM,1530530320149,2018-07-02 16:48:40
1103,113574392715964092494,4:32 cst fast train arrived on platform no 6 (sent from Dadar Stn.),Dadar User,02 Jul 04:48 PM,1530530333148,2018-07-02 16:48:53
1104,113574392715964092494,4:09 cst slow train left from platform no 3 (sent from Dadar Stn.),Dadar User,02 Jul 04:49 PM,1530530347013,2018-07-02 16:49:07
1105,110868650690902333413,?,Abhishek Nair,02 Jul 04:49 PM,1530530359181,2018-07-02 16:49:19
1106,113574392715964092494,4:48 thane slow train left from platform no 1 (sent from Dadar Stn.),Dadar User,02 Jul 04:49 PM,1530530364851,2018-07-02 16:49:24
1107,113574392715964092494,4:32 cst fast train left from platform no 6 (sent from Dadar Stn.),Dadar User,02 Jul 04:49 PM,1530530377684,2018-07-02 16:49:37
1108,113574392715964092494,4:29 cst slow train shortly arriving on platform no 3 (sent from Dadar Stn.),Dadar User,02 Jul 04:49 PM,1530530396167,2018-07-02 16:49:56
1109,113574392715964092494,4:52 dombivli  slow train shortly arriving on platform no 1 (sent from Dadar Stn.),Dadar User,02 Jul 04:50 PM,1530530455731,2018-07-02 16:50:55
1110,113574392715964092494,4:46 cst fast train shortly arriving on platform no 6 (sent from Dadar Stn.),Dadar User,02 Jul 04:51 PM,1530530489551,2018-07-02 16:51:29
1111,112894370020260664055,4:45 CSMT fast local train arrives shortly at platform no 4 (sent from Thane Stn.),Thane User,02 Jul 04:51 PM,1530530511791,2018-07-02 16:51:51
1112,113574392715964092494,4:29  cst slow train  arrived on platform no 3 (sent from Dadar Stn.),Dadar User,02 Jul 04:52 PM,1530530525123,2018-07-02 16:52:05
1113,112894370020260664055,4:50 Ambernath slow local train arrives shortly at platform no 3 (sent from Thane Stn.),Thane User,02 Jul 04:52 PM,1530530529186,2018-07-02 16:52:09
1114,113574392715964092494,4:46 cst fast train arrived on platform no 6 (sent from Dadar Stn.),Dadar User,02 Jul 04:52 PM,1530530536205,2018-07-02 16:52:16
1115,113574392715964092494,4:29 cst slow train arrived on platform no 3 (sent from Dadar Stn.),Dadar User,02 Jul 04:52 PM,1530530558197,2018-07-02 16:52:38
1116,113574392715964092494,4:46 cst fast train left from platform no 6 (sent from Dadar Stn.),Dadar User,02 Jul 04:52 PM,1530530579316,2018-07-02 16:52:59
1117,113574392715964092494,4:29 cst slow train left from platform no 3 (sent from Dadar Stn.),Dadar User,02 Jul 04:53 PM,1530530589702,2018-07-02 16:53:09
1118,113574392715964092494,4:52 dombivli slow train arrived on platform no 1 (sent from Dadar Stn.),Dadar User,02 Jul 04:54 PM,1530530679194,2018-07-02 16:54:39
1119,113574392715964092494,4:43 cst fast train shortly arriving on platform no 6 (sent from Dadar Stn.),Dadar User,02 Jul 04:55 PM,1530530722040,2018-07-02 16:55:22
1120,113574392715964092494,4:52dombivli slow train left from platform no 1 (sent from Dadar Stn.),Dadar User,02 Jul 04:56 PM,1530530761136,2018-07-02 16:56:01
1121,113574392715964092494,4:43 cst fast train arrived on platform no 6 (sent from Dadar Stn.),Dadar User,02 Jul 04:56 PM,1530530772892,2018-07-02 16:56:12
1122,113574392715964092494,4:56 thane slow train shortly arriving on platform no 1 (sent from Dadar Stn.),Dadar User,02 Jul 04:56 PM,1530530800887,2018-07-02 16:56:40
1123,113574392715964092494,4:43 cst fast train left from platform no 6 (sent from Dadar Stn.),Dadar User,02 Jul 04:56 PM,1530530812244,2018-07-02 16:56:52
1124,113574392715964092494,4:56 thane slow train arrived on platform no 1 (sent from Dadar Stn.),Dadar User,02 Jul 04:57 PM,1530530865686,2018-07-02 16:57:45
1125,106402407388908364524,trains late ahet ka? (sent from Lower Parel Stn.),Yogita Phalle,02 Jul 04:57 PM,1530530869843,2018-07-02 16:57:49
1126,113574392715964092494,4:58 badalpur fast train arrived on platform no 4 (sent from Dadar Stn.),Dadar User,02 Jul 04:57 PM,1530530879473,2018-07-02 16:57:59
1127,112894370020260664055,4:55 CSMT slow local train left from platform no 1 (sent from Thane Stn.),Thane User,02 Jul 04:58 PM,1530530889155,2018-07-02 16:58:09
